id,hash_id,name,disease_group,disease_sub_group,status,version,version_created,relevant_disorders,stats,types
192,553f95c9bb5a1616e5ed45bf,Early onset dystonia,Neurology and neurodevelopmental disorders,Motor Disorders of the CNS,public,1.152,2025-11-23T17:00:27.184886Z,[],"{'number_of_genes': 113, 'number_of_strs': 4, 'number_of_regions': 0}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}]"
402,,Early onset or syndromic epilepsy,Neurology,,public,9.8,2026-05-26T10:17:14.206542Z,"['Epilepsy Plus', 'Epilepsy plus other features', 'Genetic Epilepsy Syndromes', 'Epileptic encephalopathy', 'Familial Focal Epilepsies', 'Familial Genetic Generalised Epilepsies', 'Genetic Epilepsies with Febrile Seizures Plus (GEFS+)', 'Genetic Epilepsies with Febrile Seizures Plus', 'Early onset or syndromic epilepsy', 'Genetic epilepsy syndromes', 'R59']","{'number_of_genes': 903, 'number_of_strs': 4, 'number_of_regions': 19}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}, {'name': 'GMS Rare Disease Virtual', 'slug': 'gms-rare-disease-virtual', 'description': 'This is a panel for the Genomic Medicine Service for an exome/genome/panel based test that requires a virtual gene panel for rare disease in the Test Directory.'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}, {'name': 'Component Of Super Panel', 'slug': 'component-of-super-panel', 'description': 'This panel is a component of a Super Panel'}]"
553,,Ectodermal dysplasia,Dermatology,,public,5.1,2026-05-06T16:02:21.284533Z,['R163'],"{'number_of_genes': 87, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}, {'name': 'GMS Rare Disease Virtual', 'slug': 'gms-rare-disease-virtual', 'description': 'This is a panel for the Genomic Medicine Service for an exome/genome/panel based test that requires a virtual gene panel for rare disease in the Test Directory.'}]"
136,561677af22c1fc212a6db65d,Ectodermal dysplasia without a known gene mutation,Dermatological disorders,Ectodermal dysplasias,public,1.30,2025-11-23T17:00:58.070814Z,[],"{'number_of_genes': 30, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}]"
53,588728f38f62030cf7152165,Ehlers Danlos syndrome with a likely monogenic cause,Musculoskeletal,,public,4.13,2026-06-08T08:48:40.612584Z,"['Classical Ehlers Danlos Syndrome', 'Classical Ehlers-Danlos Syndrome', 'Ehlers-Danlos Syndrome (unusual phenotypes e.g. absent pain sense)', 'Ehlers-Danlos syndrome type 3', 'Kyphoscoliotic Ehlers-Danlos syndrome', 'EDS', 'Ehlers-Danlos syndromes', 'Ehlers Danlos syndromes', 'R101']","{'number_of_genes': 83, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}, {'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}, {'name': 'GMS Rare Disease Virtual', 'slug': 'gms-rare-disease-virtual', 'description': 'This is a panel for the Genomic Medicine Service for an exome/genome/panel based test that requires a virtual gene panel for rare disease in the Test Directory.'}]"
1322,,Elastin-related phenotypes,Cardiology,,public,1.3,2026-01-23T10:15:25.823197Z,['R140'],"{'number_of_genes': 1, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
1636,,Embryonal tumour of possible germline origin,Inherited cancer,,public,1.1,2026-05-06T16:18:52.211902Z,['R456'],"{'number_of_genes': 26, 'number_of_strs': 0, 'number_of_regions': 1}","[{'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS Rare Disease Virtual', 'slug': 'gms-rare-disease-virtual', 'description': 'This is a panel for the Genomic Medicine Service for an exome/genome/panel based test that requires a virtual gene panel for rare disease in the Test Directory.'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
648,,Endocrine neoplasia,Endocrinology,,public,3.5,2026-05-06T16:02:21.284533Z,"['Endocrine neoplasms', 'R217']","{'number_of_genes': 14, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease Virtual', 'slug': 'gms-rare-disease-virtual', 'description': 'This is a panel for the Genomic Medicine Service for an exome/genome/panel based test that requires a virtual gene panel for rare disease in the Test Directory.'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}, {'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}]"
271,596f859c8f620352d0e3eec9,Endometrial cancer pertinent cancer susceptibility,Cancer Programme,Pertinent cancer susceptibility gene panel,public,1.1,2025-10-13T20:27:08.425669Z,['Endometrial Carcinoma'],"{'number_of_genes': 6, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'Cancer Germline 100K', 'slug': 'cancer-germline-100k', 'description': 'Cancer Germline 100K'}]"
562,,Epidermodysplasia verruciformis,Dermatology,,public,1.7,2026-01-23T10:17:44.953743Z,['R255'],"{'number_of_genes': 7, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS Rare Disease Virtual', 'slug': 'gms-rare-disease-virtual', 'description': 'This is a panel for the Genomic Medicine Service for an exome/genome/panel based test that requires a virtual gene panel for rare disease in the Test Directory.'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
119,56310b9a22c1fc58285b282c,Epidermolysis bullosa,Dermatological disorders,Skin fragility disorders,public,1.12,2025-11-23T17:02:25.264014Z,[],"{'number_of_genes': 21, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}]"
554,,Epidermolysis bullosa and congenital skin fragility,Dermatology,,public,2.15,2026-05-20T14:52:58.709334Z,['R164'],"{'number_of_genes': 47, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}, {'name': 'GMS Rare Disease Virtual', 'slug': 'gms-rare-disease-virtual', 'description': 'This is a panel for the Genomic Medicine Service for an exome/genome/panel based test that requires a virtual gene panel for rare disease in the Test Directory.'}]"
91,553f9599bb5a1616e5ed45af,"Erythropoietic protoporphyria, mild variant",Dermatological disorders,Sun-exposure related conditions,public,1.4,2025-11-23T17:02:58.898590Z,[],"{'number_of_genes': 3, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}]"
314,553f9697bb5a1616e5ed45d4,Extreme early-onset hypertension,Renal and urinary tract disorders,Disorders of function,public,1.23,2025-11-23T17:03:32.688539Z,[],"{'number_of_genes': 27, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}]"
1323,,Fabry disease,Metabolic,,public,1.3,2026-01-23T10:18:59.894551Z,['R335'],"{'number_of_genes': 1, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
1324,,Facioscapulohumeral muscular dystrophy - extended testing,Neurology,,public,1.3,2026-01-23T10:20:56.238970Z,['R345'],"{'number_of_genes': 1, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
1325,,Factor II deficiency,Haematology,,public,1.3,2026-01-23T10:35:18.335312Z,['R112'],"{'number_of_genes': 1, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
1326,,Factor IX deficiency,Haematology,,public,1.3,2026-01-23T10:36:11.567001Z,['R118'],"{'number_of_genes': 1, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
1327,,Factor V deficiency,Haematology,,public,1.3,2026-01-23T10:36:34.746312Z,['R115'],"{'number_of_genes': 1, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
1328,,Factor VII deficiency,Haematology,,public,1.3,2026-01-23T10:36:55.851862Z,['R116'],"{'number_of_genes': 1, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
1329,,Factor VIII deficiency,Haematology,,public,1.3,2026-01-23T10:37:19.707906Z,['R117'],"{'number_of_genes': 1, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
1330,,Factor X deficiency,Haematology,,public,1.3,2026-01-23T10:37:53.725861Z,['R119'],"{'number_of_genes': 1, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
1331,,Factor XI deficiency,Haematology,,public,1.3,2026-01-23T10:38:20.528773Z,['R120'],"{'number_of_genes': 1, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
1332,,Factor XIII deficiency,Haematology,,public,1.4,2026-01-23T10:43:52.898027Z,['R122'],"{'number_of_genes': 2, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
158,55b62bc422c1fc05fc7a1857,Familial breast cancer,Tumour syndromes,Breast and endocrine,public,1.28,2025-11-23T17:04:04.323318Z,['Familial breast and or ovarian cancer'],"{'number_of_genes': 27, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}]"
50,5693787622c1fc25158f3c9a,Familial cerebral small vessel disease,Cardiovascular disorders,Arteriopathies,public,1.18,2025-11-23T17:04:36.138894Z,[],"{'number_of_genes': 17, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}]"
527,,Familial chylomicronaemia syndrome (FCS),Lipids,,public,3.4,2026-01-23T10:38:48.699459Z,"['Lipoprotein lipase deficiency', 'R324']","{'number_of_genes': 10, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}, {'name': 'GMS Rare Disease Virtual', 'slug': 'gms-rare-disease-virtual', 'description': 'This is a panel for the Genomic Medicine Service for an exome/genome/panel based test that requires a virtual gene panel for rare disease in the Test Directory.'}]"
305,568e844522c1fc1c78b67156,Familial cicatricial alopecia,Dermatological disorders,Skin adnexa disorders,public,1.6,2025-11-23T17:05:05.748664Z,[],"{'number_of_genes': 25, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}]"
152,553f9745bb5a1616e5ed45e9,Familial diabetes,Endocrine disorders,Disorders of unusual phenotypes,public,1.69,2026-04-02T15:45:50.699431Z,['Familial young-onset non-insulin-dependent diabetes'],"{'number_of_genes': 56, 'number_of_strs': 0, 'number_of_regions': 1}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}]"
110,5763f6048f620350a1996052,Familial disseminated superficial actinic porokeratosis,Dermatological disorders,Keratodermas,public,1.4,2025-11-23T17:06:08.200362Z,[],"{'number_of_genes': 7, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}]"
1333,,Familial dysalbuminaemic hyperthyroxinaemia,Endocrinology,,public,1.3,2026-01-23T10:39:18.790879Z,['R329'],"{'number_of_genes': 1, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
7,5763f1d68f620350a22bccdc,Familial dysautonomia,,,public,1.18,2025-11-23T17:07:00.802632Z,[],"{'number_of_genes': 23, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}]"
23,5885e9db8f620309044f8a0a,Familial hidradenitis suppurativa,Dermatological disorders,Skin adnexa disorders,public,1.5,2025-11-23T17:07:42.607380Z,[],"{'number_of_genes': 11, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}]"
63,58c7f5008f620328d77ce70f,Familial Hirschsprung Disease,Gastroenterological disorders,Gastrointestinal disorders,public,1.11,2025-11-23T17:08:17.475442Z,[],"{'number_of_genes': 63, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}]"
6,561518be22c1fc212900fb84,Familial hypercholesterolaemia,Cardiovascular disorders,Arteriopathies,public,1.31,2025-11-23T17:09:00.884162Z,"['Familial Hypercholesterolaemia', 'Familial Hypercholesterolemia']","{'number_of_genes': 43, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}]"
772,,Familial hypercholesterolaemia (GMS),Lipids,,public,2.5,2026-01-23T10:39:46.566130Z,"['Familial hypercholesterolaemia - targeted panel', 'R134']","{'number_of_genes': 6, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}, {'name': 'GMS Rare Disease Virtual', 'slug': 'gms-rare-disease-virtual', 'description': 'This is a panel for the Genomic Medicine Service for an exome/genome/panel based test that requires a virtual gene panel for rare disease in the Test Directory.'}]"
480,,Familial hyperparathyroidism or hypocalciuric hypercalcaemia,Endocrinology,,public,3.8,2026-05-06T16:02:21.284533Z,"['Familial hyperparathyroidism', 'Hypocalciuric hypercalcaemia', 'R151']","{'number_of_genes': 11, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease Virtual', 'slug': 'gms-rare-disease-virtual', 'description': 'This is a panel for the Genomic Medicine Service for an exome/genome/panel based test that requires a virtual gene panel for rare disease in the Test Directory.'}, {'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}, {'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}]"
312,55bf826222c1fc0fe45530c1,Familial hypoparathyroidism,Endocrinology,,public,3.5,2026-01-23T10:44:21.919102Z,"['Familial or syndromic hypoparathyroidism', 'R153']","{'number_of_genes': 10, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}, {'name': 'GMS Rare Disease Virtual', 'slug': 'gms-rare-disease-virtual', 'description': 'This is a panel for the Genomic Medicine Service for an exome/genome/panel based test that requires a virtual gene panel for rare disease in the Test Directory.'}, {'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
522,,Familial melanoma,Inherited cancer,,public,2.5,2026-01-23T10:45:18.855811Z,['R254'],"{'number_of_genes': 10, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
394,,Familial Meniere Disease,Hearing and ear disorders,Other hearing and ear disorders,public,1.4,2025-11-23T17:09:45.539440Z,[],"{'number_of_genes': 130, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}]"
11,57e3df7e8f62034b82c0d332,Familial Neural Tube Defects,,,public,1.11,2025-11-23T17:10:20.968107Z,[],"{'number_of_genes': 44, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}]"
212,583c128f8f62036f70db8d29,Familial non syndromic congenital heart disease,Cardiovascular disorders,Congenital heart disease,public,1.90,2025-11-23T17:10:57.217725Z,"['Fallots tetralogy', 'Hypoplastic Left Heart Syndrome', 'Left Ventricular Outflow Tract obstruction disorders', 'Pulmonary atresia', 'Transposition of the great vessels', 'Familial non-syndromic congenital heart disease', 'Familial congenital heart disease', 'Congenital heart disease', 'Syndromic congenital heart disease', 'Isomerism and laterality disorders']","{'number_of_genes': 52, 'number_of_strs': 0, 'number_of_regions': 8}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}]"
318,5763f2bf8f620350a1996047,Familial prostate cancer,,,public,1.4,2025-11-23T17:11:23.782466Z,[],"{'number_of_genes': 14, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}]"
200,563259de22c1fc58285b2840,Familial pulmonary fibrosis,Respiratory disorders,Interstitial lung disorders,public,1.32,2025-11-23T17:11:55.206662Z,[],"{'number_of_genes': 75, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}]"
290,55b7337f22c1fc05fd2345ba,Familial rhabdomyosarcoma,Tumour syndromes,Muscle and nerve,public,1.6,2025-11-23T17:12:25.194616Z,"['Familial rhabdomyosarcoma or sarcoma', 'Familial rhabdoid tumours']","{'number_of_genes': 18, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}]"
552,,Familial tumoral calcinosis,Endocrinology,,public,1.11,2026-01-23T10:46:16.730268Z,['R162'],"{'number_of_genes': 4, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}, {'name': 'GMS Rare Disease Virtual', 'slug': 'gms-rare-disease-virtual', 'description': 'This is a panel for the Genomic Medicine Service for an exome/genome/panel based test that requires a virtual gene panel for rare disease in the Test Directory.'}]"
1334,,Familial tumours of the nervous system,Neurology,,public,3.1,2026-05-06T16:02:21.284533Z,['R221'],"{'number_of_genes': 8, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease Virtual', 'slug': 'gms-rare-disease-virtual', 'description': 'This is a panel for the Genomic Medicine Service for an exome/genome/panel based test that requires a virtual gene panel for rare disease in the Test Directory.'}, {'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
167,55af764522c1fc78a829f89a,Familial Tumours Syndromes of the central & peripheral Nervous system,Tumour syndromes,Muscle and nerve,public,1.15,2025-11-23T17:13:03.998659Z,"['Familial tumour syndromes of the central & peripheral nervous system', 'Familial tumour syndromes of the central and peripheral nervous system']","{'number_of_genes': 21, 'number_of_strs': 0, 'number_of_regions': 1}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}]"
478,,Fetal anomalies,Fetal (including NIPD),,public,7.11,2026-06-01T20:36:06.355725Z,"['R21', 'Fetal anomalies with a likely genetic cause', 'Fetal anomalies with a likely genetic cause - non urgent', 'R412']","{'number_of_genes': 2604, 'number_of_strs': 3, 'number_of_regions': 1}","[{'name': 'GMS Rare Disease Virtual', 'slug': 'gms-rare-disease-virtual', 'description': 'This is a panel for the Genomic Medicine Service for an exome/genome/panel based test that requires a virtual gene panel for rare disease in the Test Directory.'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}, {'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}]"
144,5763f4868f620350a199604f,Fetal hydrops,Dysmorphic and congenital abnormality syndromes,Fetal disorders,public,1.95,2025-11-23T17:13:40.040991Z,[],"{'number_of_genes': 113, 'number_of_strs': 1, 'number_of_regions': 0}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}]"
1335,,Fumarate hydratase-related tumour syndromes,Inherited cancer,,public,1.3,2026-01-23T10:48:57.960529Z,['R365'],"{'number_of_genes': 1, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
33,56ba026422c1fc5025762b4f,Gastrointestinal epithelial barrier disorders,Gastroenterological disorders,Gastrointestinal disorders,public,1.76,2025-11-23T17:14:11.294670Z,[],"{'number_of_genes': 83, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}]"
61,578e26918f62031b478bdb68,Gastrointestinal neuromuscular disorders,Gastroenterological disorders,Gastrointestinal disorders,public,1.30,2025-11-23T17:14:50.247548Z,"['Neonatal and familial gastrointestinal neuromuscular disorders', 'Infantile pseudo-obstruction', 'Early onset or familial intestinal pseudo obstruction']","{'number_of_genes': 30, 'number_of_strs': 1, 'number_of_regions': 0}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}]"
1336,,Gaucher disease,Metabolic,,public,1.3,2026-01-23T10:49:22.215029Z,['R272'],"{'number_of_genes': 1, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
